LFQ intensity 1_14012022_20220114150835	LFQ intensity 2_14012022	LFQ intensity 3_14012022	LFQ intensity 4_14012022	LFQ intensity 5_14012022	LFQ intensity 6_14012022	LFQ intensity 7_14012022	LFQ intensity 8_14012022	LFQ intensity 9_14012022	LFQ intensity 10_14012022	LFQ intensity 11_14012022	LFQ intensity 12_14012022	LFQ intensity 13_14012022	LFQ intensity 14_14012022	LFQ intensity 15_14012022	LFQ intensity 16_14012022	LFQ intensity 17_14012022	LFQ intensity 18_14012022	LFQ intensity 19_14012022	LFQ intensity 20_14012022	LFQ intensity 21_14012022	LFQ intensity 22_14012022	LFQ intensity 23_14012022	LFQ intensity 24_14012022	LFQ intensity 25_14012022	LFQ intensity 26_14012022	LFQ intensity 27_14012022	LFQ intensity 28_14012022_20220119082438	LFQ intensity 29_14012022_20220119110854	LFQ intensity 30_14012022_20220119135302	LFQ intensity 31_14012022_20220119163708	LFQ intensity 32_14012022_20220119192113	LFQ intensity 33_14012022_20220119220519	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id
NaN	19.9155235290527	NaN	19.2820205688477	19.45729637146	19.3127632141113	NaN	19.0338096618652	19.1879272460938	NaN	NaN	NaN	NaN	NaN	NaN	19.7575664520264	20.0252647399902	19.9742126464844	NaN	NaN	NaN	NaN	NaN	NaN	19.504264831543	20.0677604675293	NaN	NaN	19.2797107696533	19.2089824676514	19.5963611602783	NaN	20.2795734405518				7	7	7	17.4	17.4	17.4	54.731	0	13.529	54727000	21	P00742;Q5JVE8;B7ZBK1	P00742	Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain	F10	152
21.077507019043	22.5879726409912	NaN	21.9201984405518	21.9828720092773	23.271276473999	23.4576377868652	22.9766960144043	22.8063068389893	23.7633438110352	22.9121246337891	23.0991840362549	24.0717754364014	23.503246307373	NaN	23.0064506530762	24.4820384979248	23.4387283325195	NaN	NaN	20.8214321136475	23.5176124572754	22.8028793334961	22.5913791656494	23.2440586090088	21.6579208374023	23.7068290710449	22.5544986724854	23.6770210266113	23.6176204681396	23.685920715332	23.2045631408691	23.6306762695313				56	56	56	67.8	67.8	67.8	90.568	0	323.31	4262700000	1114	P00747;Q5TEH5;A6PVI2;CON__P06868;Q02325;Q15195	P00747	Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B	PLG	153
20.5489616394043	21.7683811187744	NaN	21.0921669006348	21.8475856781006	21.3640995025635	21.8595790863037	21.5810928344727	22.0287418365479	22.8256301879883	22.5421028137207	21.4058742523193	21.2876567840576	21.3447284698486	21.3975944519043	21.8884429931641	21.6367053985596	22.2625293731689	NaN	20.6028614044189	NaN	20.9531192779541	NaN	21.9017963409424	21.446928024292	20.2325706481934	21.4535236358643	20.9390506744385	21.5445346832275	22.1240158081055	21.5217628479004	21.5154724121094	22.423677444458				14	14	14	29.3	29.3	29.3	67.791	0	280.94	474680000	205	P00748	P00748	Coagulation factor XII;Coagulation factor XIIa heavy chain;Beta-factor XIIa part 1;Coagulation factor XIIa light chain	F12	154
21.682559967041	21.4954109191895	NaN	21.6266708374023	21.5201816558838	20.9283905029297	20.5782833099365	21.1182594299316	21.1499786376953	20.4241905212402	21.0583438873291	20.6257801055908	20.5870113372803	21.2655639648438	21.7621479034424	20.5151844024658	20.5821495056152	20.6654434204102	21.2726440429688	21.2071113586426	21.4291553497314	20.6151294708252	20.2916526794434	21.1634311676025	20.1134986877441	21.6913642883301	20.9369678497314	21.5330276489258	20.8426856994629	21.9452095031738	21.6630554199219	22.247974395752	22.3281383514404				16	16	16	43.8	43.8	43.8	52.602	0	265.92	490500000	231	P01008;CON__P41361	P01008	Antithrombin-III	SERPINC1	155
25.5359954833984	26.4481201171875	25.146936416626	24.8242988586426	24.1616954803467	23.5756549835205	23.611780166626	24.0768375396729	23.9270534515381	24.0269870758057	24.2684230804443	24.2303009033203	23.0014762878418	23.9670162200928	25.4672164916992	23.7230701446533	23.5150871276855	23.9798049926758	25.7954082489014	25.3894920349121	26.3584537506104	25.186351776123	24.9386749267578	25.2716674804688	24.798921585083	26.566219329834	24.2985897064209	27.86301612854	24.4936275482178	24.659107208252	25.0343112945557	26.1768741607666	25.3964977264404				33	33	33	69.4	69.4	69.4	46.736	0	323.31	8802700000	868	P01009;A0A024R6I7;A0A0G2JRN3;G3V2B9;G3V544;G3V5R8;G3V387;A0A0B4J278;A0A0G2JPK4;P20848	P01009;A0A024R6I7;A0A0G2JRN3	Alpha-1-antitrypsin;Short peptide from AAT	SERPINA1	156
21.8752269744873	20.9508438110352	NaN	21.2476558685303	20.7626342773438	20.1811962127686	20.6960849761963	20.618091583252	21.122688293457	20.2756023406982	20.5635566711426	21.2676239013672	19.8519840240479	20.4664268493652	22.6074066162109	20.2977085113525	20.5334548950195	21.0212020874023	23.2799434661865	22.1933403015137	22.1747798919678	21.8882942199707	21.4245491027832	22.2704200744629	21.3319969177246	22.9807453155518	21.2758293151855	22.4683170318604	21.4963855743408	21.8248138427734	21.4711990356445	22.1881561279297	22.1996726989746				9	9	9	22	22	22	47.65	0	323.31	477600000	267	P01011;G3V3A0;G3V595	P01011;G3V3A0	Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less	SERPINA3	157
NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.5194129943848	NaN	NaN	NaN	NaN	19.7057514190674	18.8990020751953	NaN	NaN	19.2277851104736	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.6953372955322	NaN	19.7359848022461	NaN	19.3385181427002	18.3835105895996	NaN	NaN	NaN				16	16	15	15	15	14.4	163.29	0	35.41	32947000	38	P01023;P20742;F8W7L3	P01023	Alpha-2-macroglobulin	A2M	158
22.6761817932129	23.3152046203613	NaN	23.0810394287109	23.4642601013184	23.7993659973145	24.8067588806152	24.2731990814209	24.2454681396484	24.0225067138672	23.2627010345459	23.9234313964844	24.9306659698486	23.5552005767822	21.6651840209961	24.0810718536377	25.5167713165283	24.1176719665527	NaN	19.5211029052734	20.8642349243164	23.2278785705566	23.7531776428223	22.7168254852295	23.1872653961182	22.4306354522705	24.7311229705811	23.4961910247803	24.0205574035645	24.234691619873	24.3062610626221	22.9567928314209	23.9136943817139				117	117	105	63.9	63.9	60.1	187.15	0	323.31	14873000000	3217	P01024;M0QYC8;M0QXZ3;M0R0Q9;M0R1Q1	P01024	Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2	C3	159
18.9422054290771	19.0210933685303	NaN	18.5094356536865	20.8387660980225	19.5779342651367	20.6290760040283	21.0049781799316	20.4388809204102	20.8643856048584	20.2389965057373	NaN	18.3010406494141	NaN	NaN	18.4421653747559	19.3027591705322	18.1285781860352	NaN	NaN	NaN	NaN	NaN	NaN	18.3111457824707	19.4749660491943	18.869815826416	19.8194522857666	NaN	NaN	NaN	NaN	NaN				17	17	17	11.8	11.8	11.8	188.3	0	127.51	119190000	82	P01031;CON__Q1A7A4	P01031	Complement C5;Complement C5 beta chain;Complement C5 alpha chain;C5a anaphylatoxin;Complement C5 alpha chain	C5	160
23.8637237548828	23.366397857666	NaN	23.2356262207031	23.1341114044189	23.2198677062988	23.0616912841797	23.1021823883057	23.6600341796875	23.4781551361084	23.1678009033203	22.7850856781006	22.2868099212646	23.1558876037598	24.0104351043701	22.9271621704102	22.4749164581299	22.886360168457	23.83180809021	23.5982112884521	23.7303447723389	23.4036655426025	23.4230365753174	23.5870342254639	23.5233669281006	23.8827838897705	22.7406330108643	23.2738380432129	23.2661361694336	23.6912574768066	24.0471019744873	23.679386138916	23.9652557373047				23	23	23	35.1	35.1	35.1	71.957	0	323.31	1834500000	472	P01042	P01042	Kininogen-1;Kininogen-1 heavy chain;T-kinin;Bradykinin;Lysyl-bradykinin;Kininogen-1 light chain;Low molecular weight growth-promoting factor	KNG1	161
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	8.9	8.9	8.9	20.14	0	9.7805	2222000	8	P01344	P01344	Insulin-like growth factor II;Insulin-like growth factor II;Insulin-like growth factor II Ala-25 Del;Preptin	IGF2	162
19.6967468261719	19.4897384643555	NaN	NaN	18.8633880615234	19.0958137512207	19.2025871276855	19.0755367279053	19.7150173187256	18.9404277801514	19.3674736022949	19.569465637207	19.1784019470215	19.1185512542725	20.6480770111084	19.6450881958008	18.9092082977295	19.4420642852783	NaN	NaN	NaN	19.5358867645264	19.4013080596924	19.7729778289795	18.6223163604736	20.4343070983887	18.6485328674316	20.5121002197266	18.6243877410889	NaN	NaN	18.4227962493896	NaN				4	4	4	32.1	32.1	32.1	18.098	0	18.489	50567000	61	P01591;D6RD17;D6RHJ6;C9JA05	P01591;D6RD17;D6RHJ6	Immunoglobulin J chain	IGJ;JCHAIN	163
20.8379211425781	20.8288097381592	NaN	21.0697269439697	20.3104133605957	20.4190540313721	20.291540145874	21.1403980255127	21.2421989440918	20.5949592590332	20.7308216094971	21.1655788421631	19.9818954467773	19.9921703338623	NaN	20.4642353057861	20.1067409515381	20.6920871734619	NaN	20.8142509460449	NaN	20.8112735748291	21.2744083404541	20.4533233642578	20.5129680633545	NaN	19.6100559234619	NaN	20.1283016204834	NaN	NaN	NaN	NaN				2	2	2	21.6	21.6	21.6	12.557	0	12.289	75294000	31	P01619;A0A0C4DH25	P01619;A0A0C4DH25	Ig kappa chain V-III region B6	IGKV3D-20	164
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	18.8	18.8	18.8	12.011	0.0037594	4.108	33639000	11	P01717;A0A075B6K0;A0A075B6K4;P01718	P01717;A0A075B6K0;A0A075B6K4;P01718	Ig lambda chain V-IV region Hil;Ig lambda chain V-IV region Kern	IGLV3-16;IGLV3-10	165
25.0590782165527	24.7002296447754	NaN	24.6086826324463	24.3752422332764	24.5163497924805	24.1909160614014	24.3955173492432	24.871265411377	24.4506072998047	24.734899520874	25.058666229248	23.6713085174561	23.5355205535889	23.1055755615234	23.8168506622314	23.2326145172119	24.2837619781494	22.311882019043	23.3825817108154	22.1472473144531	23.3179664611816	24.4256649017334	24.4108638763428	24.2670669555664	23.1896800994873	22.291820526123	23.1406478881836	23.3443508148193	21.9700393676758	22.1571521759033	22.1321353912354	21.5401878356934				12	12	12	93.5	93.5	93.5	11.765	0	323.31	3038100000	990	P01834;A0A5H1ZRQ3	P01834;A0A5H1ZRQ3	Ig kappa chain C region	IGKC	166
22.2068729400635	22.549783706665	NaN	22.3354911804199	21.9893646240234	21.7272930145264	22.1719131469727	22.1867980957031	22.1932201385498	22.1382122039795	22.0550365447998	22.579158782959	22.6561317443848	22.2640476226807	20.4706039428711	22.833044052124	22.5827236175537	22.8225593566895	19.8201999664307	20.7513179779053	NaN	21.8187427520752	22.7231121063232	22.0484657287598	21.8641967773438	20.3490562438965	21.9285717010498	20.7256717681885	21.9677200317383	21.755521774292	22.0789737701416	20.9796657562256	22.1283321380615				18	18	18	39.3	39.3	39.3	49.439	0	323.31	949530000	382	P01871	P01871	Ig mu chain C region	IGHM	167
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				8	2	2	55.1	21.8	21.8	16.055	0.0041152	5.3195	11375000	10	P02042;E9PEW8;E9PFT6;C9JRG0;CON__P02070;A0A2R8Y7X9;CON__Q3SX09;P69892;P69891;P02100	P02042;E9PEW8;E9PFT6	Hemoglobin subunit delta	HBD	168
33.2513809204102	32.1708679199219	31.5259857177734	32.5416946411133	32.4578475952148	30.2288284301758	32.1997299194336	32.0463180541992	33.0181846618652	32.978931427002	33.2334938049316	32.5718803405762	32.3358573913574	32.7547187805176	34.3709449768066	32.6032638549805	31.3910007476807	32.8752746582031	34.6151123046875	34.2876777648926	34.004955291748	31.8631553649902	31.6214351654053	32.3421516418457	31.0880947113037	32.8387222290039	30.035774230957	33.4658699035645	30.3946838378906	27.8351497650146	28.5583724975586	29.0361156463623	27.8611812591553				65	65	64	87.3	87.3	87.3	30.777	0	323.31	1865100000000	12553	P02647;F8W696	P02647;F8W696	Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I	APOA1	169
28.2235221862793	26.85910987854	24.2250118255615	27.1048965454102	26.6517105102539	25.9562435150146	26.6032867431641	26.6003112792969	26.5966205596924	26.1737899780273	26.5177478790283	26.9879360198975	27.1347694396973	27.3553981781006	28.2773723602295	27.8662624359131	27.70285987854	27.4697971343994	28.4888019561768	28.1249465942383	28.123664855957	27.5762901306152	27.1012935638428	27.7162036895752	27.5502471923828	29.4249439239502	27.0291786193848	29.7154502868652	27.1218872070313	24.4509220123291	24.7355709075928	26.9245643615723	24.4796352386475				46	46	46	87.1	87.1	87.1	36.154	0	323.31	48028000000	2709	P02649;H0Y7L5;E9PEV4;E7ERP7;CON__Q03247	P02649;H0Y7L5;E9PEV4;E7ERP7	Apolipoprotein E	APOE	170
23.3582363128662	21.3229522705078	NaN	22.1538467407227	22.5463733673096	21.1536312103271	NaN	21.0818691253662	NaN	22.6020469665527	22.9406471252441	22.1660079956055	22.4146499633789	23.6542530059814	26.0621280670166	23.671199798584	22.4834785461426	23.5173721313477	26.1462574005127	25.4452171325684	25.3881454467773	23.6681728363037	23.4250869750977	23.3398723602295	23.0165348052979	24.456823348999	22.2459754943848	25.0705871582031	22.5534915924072	21.5146541595459	22.0421657562256	22.4037704467773	21.392520904541				8	8	8	55.6	55.6	55.6	14.914	0	323.31	1543100000	200	V9GYM3;P02652;V9GYG9;V9GYE3;V9GYC1;V9GYS1	V9GYM3;P02652;V9GYG9;V9GYE3;V9GYC1;V9GYS1	Apolipoprotein A-II;Proapolipoprotein A-II;Truncated apolipoprotein A-II	APOA2	171
26.5552883148193	26.6828441619873	NaN	26.9473743438721	27.3412990570068	27.3623561859131	26.1483535766602	26.25075340271	26.5846290588379	28.1491394042969	27.2594356536865	26.4275035858154	26.190559387207	26.5366630554199	24.4214973449707	26.6990909576416	26.2112808227539	26.6519832611084	23.6787414550781	24.4026260375977	24.6829242706299	27.4064903259277	26.6332569122314	27.3090400695801	27.2203884124756	26.9395484924316	26.2168407440186	27.93044090271	27.2594356536865	26.8395404815674	27.4003143310547	27.0917434692383	27.1080913543701				84	84	84	69.4	69.4	69.4	94.972	0	323.31	67201000000	3977	P02671;A0A087WUA0	P02671	Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain	FGA	172
27.9568195343018	27.9659271240234	26.6102046966553	28.4629898071289	28.1146087646484	28.6302375793457	26.2817478179932	26.5214519500732	25.6933860778809	28.600170135498	28.527795791626	27.57737159729	26.2815704345703	27.0603370666504	25.0403022766113	27.5526676177979	26.5087108612061	27.588493347168	NaN	25.1599254608154	NaN	27.2584476470947	25.6061992645264	28.3217811584473	28.4060859680176	25.9902305603027	25.8693599700928	25.2779235839844	28.9217853546143	28.4130859375	28.5766868591309	27.1076927185059	27.664041519165				63	63	55	84.3	84.3	78.2	55.928	0	323.31	73509000000	5020	P02675;D6REL8	P02675;D6REL8	Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain	FGB	173
27.2274761199951	28.0816211700439	24.7635478973389	28.2897357940674	27.5526676177979	28.2257766723633	26.0193920135498	26.6968383789063	25.2920379638672	28.367280960083	28.1787357330322	27.2336139678955	26.7820682525635	27.2719535827637	25.5597877502441	25.4651012420654	26.8935394287109	27.8101100921631	25.8832969665527	25.5925197601318	25.2072467803955	28.4521865844727	27.6560821533203	28.2998561859131	28.7475605010986	26.5725936889648	27.2162303924561	26.1368827819824	28.9295673370361	28.9241962432861	28.8421211242676	28.631591796875	28.6081962585449				51	51	51	73.3	73.3	73.3	51.511	0	323.31	78777000000	3810	P02679;C9JEU5;C9JC84;C9JU00;C9JPQ9	P02679;C9JEU5;C9JC84	Fibrinogen gamma chain	FGG	174
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				3	3	3	5.3	5.3	5.3	101.79	0.004	4.7278	3829200	7	P02730;A0A0A0MS98	P02730;A0A0A0MS98	Band 3 anion transport protein	SLC4A1	175
23.602294921875	24.3095245361328	NaN	24.2026958465576	25.1986179351807	24.2045631408691	24.9543800354004	25.2657794952393	24.2280254364014	25.0512981414795	23.6831398010254	23.5172519683838	24.301383972168	22.9848880767822	22.2641334533691	23.7265033721924	24.7509803771973	24.3932285308838	20.5567455291748	20.8240756988525	19.2843723297119	22.5455017089844	22.7149410247803	22.2916793823242	23.3598442077637	21.9874229431152	24.7706718444824	23.0313358306885	24.581241607666	23.1743087768555	22.0527820587158	21.7861232757568	22.721715927124				12	12	12	34.1	34.1	34.1	25.387	0	323.31	3009000000	385	P02743	P02743	Serum amyloid P-component;Serum amyloid P-component(1-203)	APCS	176
20.7184162139893	20.3746452331543	NaN	20.8089199066162	20.3118553161621	19.7969646453857	NaN	20.427059173584	20.3897399902344	NaN	NaN	NaN	NaN	20.2808208465576	NaN	NaN	19.6171417236328	NaN	NaN	NaN	NaN	21.2322196960449	21.8448314666748	20.7476348876953	20.2861328125	NaN	20.3091926574707	19.3121433258057	19.6931095123291	NaN	20.1034164428711	20.3805751800537	19.5711517333984				2	2	2	7.7	7.7	7.7	23.351	0	9.077	71689000	25	X6RLJ0;P02745	X6RLJ0;P02745	Complement C1q subcomponent subunit A	C1QA	177
18.6147880554199	18.9527645111084	NaN	19.8571434020996	19.3934326171875	19.6105785369873	19.9348831176758	20.6186294555664	19.0651321411133	20.6992225646973	18.9953193664551	19.633960723877	19.954610824585	19.5238227844238	NaN	19.2028274536133	20.1698665618896	19.729528427124	NaN	NaN	NaN	19.7120971679688	21.8420333862305	18.8905963897705	20.2551116943359	18.6398696899414	20.9918918609619	19.311544418335	20.5898494720459	18.8969650268555	19.782112121582	19.2437000274658	19.2194900512695				6	6	6	26.9	26.9	26.9	25.773	0	131.8	108450000	77	P02747	P02747	Complement C1q subcomponent subunit C	C1QC	178
19.3481712341309	21.0299205780029	NaN	21.0081958770752	21.4847316741943	20.9902305603027	22.2596015930176	22.2728424072266	21.1396484375	21.91721534729	20.4077949523926	21.4678707122803	22.0254669189453	20.9800148010254	18.9628219604492	21.3957138061523	22.7153186798096	21.4602890014648	NaN	NaN	NaN	20.7775611877441	22.122278213501	19.8809757232666	22.1414279937744	20.3447284698486	23.3240242004395	22.0262107849121	23.0346965789795	22.2439136505127	21.9309921264648	20.1379623413086	22.2029037475586				15	15	15	28.3	28.3	28.3	63.173	0	169.11	460100000	211	P02748;CON__Q3MHN2	P02748	Complement component C9;Complement component C9a;Complement component C9b	C9	179
23.1313037872314	22.0100765228271	NaN	21.5234870910645	22.0735244750977	21.1162929534912	21.375545501709	21.2903022766113	22.1875534057617	20.6113529205322	21.3883743286133	21.6039485931396	21.1337032318115	21.5341682434082	20.9099102020264	22.2797164916992	21.4806461334229	22.4052257537842	NaN	20.9716186523438	21.8394203186035	21.6635780334473	21.1297492980957	22.1990146636963	20.7745876312256	22.582540512085	21.0571537017822	22.2171783447266	21.0255336761475	21.9773616790771	21.3407688140869	22.6704235076904	22.7373142242432				14	14	14	60	60	60	38.298	0	323.31	769210000	366	P02749;J3QLI0;J3QRN2;J3KS17;CON__P17690	P02749;J3QLI0;J3QRN2	Beta-2-glycoprotein 1	APOH	180
18.9850406646729	18.8239517211914	NaN	19.8246974945068	20.6223888397217	20.8521671295166	19.937183380127	20.3095245361328	20.7558879852295	21.5322189331055	20.307746887207	17.9246273040771	18.9853191375732	NaN	NaN	NaN	19.1580028533936	NaN	NaN	NaN	NaN	19.2347469329834	19.3435363769531	19.0112991333008	19.9366092681885	19.3304214477539	18.9765644073486	21.6118030548096	20.5522480010986	19.4199199676514	19.1303901672363	19.2795963287354	18.9895114898682				26	26	26	16.3	16.3	16.3	272.32	0	323.31	308450000	258	P02751;H0Y7Z1;H0Y4K8	P02751;H0Y7Z1	Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3	FN1	181
18.9871520996094	19.0659732818604	NaN	19.0001697540283	19.2607040405273	18.5476245880127	19.015115737915	18.8262500762939	18.9673042297363	18.5599594116211	18.1571884155273	18.7192344665527	18.7158889770508	19.1620922088623	NaN	19.4590396881104	NaN	19.1430797576904	NaN	NaN	NaN	19.0669460296631	19.0866451263428	18.8526401519775	18.8197174072266	NaN	18.4958400726318	18.269474029541	18.2691535949707	17.5944843292236	17.0692825317383	18.7124671936035	NaN				3	3	3	15.6	15.6	15.6	22.974	0	7.2391	41151000	20	Q5VY30;P02753	Q5VY30;P02753	Retinol-binding protein 4;Plasma retinol-binding protein(1-182);Plasma retinol-binding protein(1-181);Plasma retinol-binding protein(1-179);Plasma retinol-binding protein(1-176)	RBP4	182
20.064474105835	19.8905086517334	NaN	20.2088394165039	20.285343170166	20.1334533691406	20.7991485595703	20.4041595458984	20.4419231414795	20.7902660369873	20.0819988250732	20.3736896514893	19.7333068847656	19.8481369018555	NaN	20.2113361358643	20.4647331237793	20.1195888519287	NaN	NaN	NaN	NaN	20.5629997253418	20.8634777069092	19.7780418395996	21.7641353607178	20.9665584564209	21.3106346130371	20.2732124328613	19.7530498504639	20.3567047119141	20.2692222595215	20.0346965789795				9	9	9	30.4	30.4	30.4	38.999	0	26.606	128630000	92	P02760;S4R471;S4R3Y4	P02760	Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin	AMBP	183
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	11.9	11.9	11.9	23.511	0.0041322	5.3456	13884000	19	P02763	P02763	Alpha-1-acid glycoprotein 1	ORM1	184
25.0418071746826	24.4600143432617	NaN	24.4429740905762	23.5732307434082	23.4647579193115	23.3122978210449	23.357027053833	24.4102172851563	24.3547439575195	24.1914443969727	23.4602642059326	23.0064334869385	24.2664222717285	26.0021934509277	24.11354637146	23.8162651062012	24.3038234710693	25.5459842681885	25.2158985137939	26.4259357452393	25.2095165252686	23.5768089294434	24.8422050476074	24.9699172973633	26.0446434020996	23.3223743438721	24.6207008361816	23.911319732666	23.8333530426025	24.2894020080566	24.8077411651611	25.5843124389648				17	17	14	45	45	41.4	39.34	0	323.31	2580500000	581	P02765;C9JV77	P02765;C9JV77	Alpha-2-HS-glycoprotein;Alpha-2-HS-glycoprotein chain A;Alpha-2-HS-glycoprotein chain B	AHSG	185
20.69140625	19.9625396728516	NaN	19.7487335205078	22.8826904296875	NaN	19.6751270294189	19.5439109802246	20.6923427581787	20.1912326812744	21.3772945404053	20.9920997619629	21.5255432128906	22.3619346618652	23.5162906646729	21.2617835998535	21.9086647033691	22.1311931610107	21.7983570098877	21.3356533050537	23.8883686065674	21.9166316986084	19.7441577911377	22.9735298156738	21.8273754119873	24.5412044525146	20.1641063690186	24.0005836486816	19.7986106872559	19.8143291473389	19.1339550018311	21.4524688720703	20.0051155090332				7	7	7	53.1	53.1	53.1	13.894	0	67.697	268360000	76	P02775	P02775	Platelet basic protein;Connective tissue-activating peptide III;TC-2;Connective tissue-activating peptide III(1-81);Beta-thromboglobulin;Neutrophil-activating peptide 2(74);Neutrophil-activating peptide 2(73);Neutrophil-activating peptide 2;TC-1;Neutrophil-activating peptide 2(1-66);Neutrophil-activating peptide 2(1-63)	PPBP	186
21.3091373443604	NaN	NaN	NaN	21.6203308105469	20.2206954956055	NaN	NaN	21.1046314239502	NaN	NaN	21.0970630645752	NaN	NaN	NaN	NaN	NaN	20.838228225708	NaN	22.3671703338623	22.7710647583008	21.3411502838135	20.0450019836426	21.875789642334	20.8888893127441	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				6	6	6	44.6	44.6	44.6	10.845	0	23.809	162580000	34	P02776;P10720	P02776;P10720	Platelet factor 4;Platelet factor 4, short form;Platelet factor 4 variant;Platelet factor 4 variant(4-74);Platelet factor 4 variant(5-74);Platelet factor 4 variant(6-74)	PF4;PF4V1	187
20.9337310791016	22.432243347168	NaN	21.500768661499	21.5277404785156	22.2456855773926	22.0537109375	22.2393760681152	22.5855464935303	22.0393905639648	21.8515186309814	22.9927749633789	22.0568885803223	22.3404979705811	18.9406299591064	22.3138198852539	22.2226715087891	22.4436950683594	NaN	NaN	NaN	21.869966506958	22.3735294342041	22.4316062927246	21.748987197876	NaN	22.0891952514648	NaN	21.9926528930664	22.4717445373535	22.1779460906982	22.2935886383057	21.9138965606689				44	44	44	61.3	61.3	61.3	77.063	0	323.31	1619300000	807	P02787;H7C5E8;C9JVG0;F8WEK9;F8WCI6;C9JB55;F8WC57;CON__Q2HJF0;CON__Q29443;CON__Q0IIK2	P02787	Serotransferrin	TF	188
21.993034362793	20.9758224487305	NaN	21.381420135498	20.9296188354492	20.4849281311035	20.7204208374023	20.8598442077637	21.0972557067871	20.2146606445313	20.9049968719482	21.7664413452148	19.967191696167	20.175968170166	21.5347385406494	20.3289337158203	20.5787448883057	21.06032371521	22.2405109405518	21.7824478149414	20.1266632080078	20.3474349975586	20.9167766571045	21.6163864135742	20.5714492797852	20.7375221252441	20.0855045318604	20.1137523651123	20.5773620605469	21.0738506317139	21.4542274475098	21.1594333648682	21.192497253418				11	11	11	34.8	34.8	34.8	51.676	0	179.07	294920000	173	P02790;Q9BS19	P02790	Hemopexin	HPX	189
20.470703125	20.7064075469971	NaN	NaN	20.8856906890869	19.7255725860596	19.5119647979736	19.0206050872803	20.3740081787109	20.7794857025146	21.4656791687012	21.1321983337402	19.3428211212158	19.9240608215332	NaN	19.7838230133057	19.1902446746826	19.6035327911377	NaN	NaN	NaN	19.8737564086914	NaN	19.7789077758789	19.6422004699707	NaN	NaN	NaN	17.8725547790527	NaN	NaN	18.8743877410889	NaN				3	3	3	26.5	26.5	26.5	16.55	0	8.7214	72298000	22	P03950	P03950	Angiogenin	ANG	190
NaN	18.5689277648926	NaN	17.9310493469238	18.617338180542	18.5774002075195	18.6578769683838	18.4993095397949	19.1564483642578	18.7106189727783	NaN	18.7789878845215	18.2468338012695	NaN	NaN	NaN	18.8242626190186	NaN	NaN	NaN	NaN	18.7920475006104	NaN	18.7967109680176	18.6751098632813	NaN	18.7018814086914	NaN	18.7835674285889	19.4002876281738	18.7877178192139	18.3304882049561	19.1468372344971				9	9	9	15.8	15.8	15.8	70.108	0	22.069	54876000	26	P03951;H0Y596;D6RB32;X6R3B1	P03951	Coagulation factor XI;Coagulation factor XIa heavy chain;Coagulation factor XIa light chain	F11	191
